original,transformed,llama_preference,original_word_nll,original_token_nll,original_perplexity,transformed_word_nll,transformed_token_nll,transformed_perplexity,original_number_of_code_switch,transformed_number_of_code_switch
我们平时能够遇见其他stranger的机会其实不是很多,我们平时能够遇见其他陌生人of opportunity in fact不是很多,2.0,"[('我们', 10.0625), ('平时', 19.8125), ('能够', 8.375), ('遇见', 20.3125), ('其他', 9.625), ('stranger', 18.125), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]","[('<|begin_of_text|>', 13.625), ('我们', 10.0625), ('平', 9.75), ('时', 10.0625), ('能够', 8.375), ('遇', 11.0625), ('见', 9.25), ('其他', 9.625), ('str', 8.375), ('anger', 9.75), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]",161.4204559326172,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我们', 10.125), ('平', 9.6875), ('时', 10.0625), ('能够', 8.375), ('遇', 11.0625), ('见', 9.3125), ('其他', 9.625), ('�', 16.375), ('�', 15.9375), ('生', 7.9375), ('人', 9.5625), ('of', 10.375), (' opportunity', 7.5), (' in', 9.0), (' fact', 8.125), ('不是', 6.125), ('很多', 5.75)]",360.60272216796875,0,2
我们平时能够遇见其他stranger的机会其实不是很多,我们平时能够遇见其他陌生人的机会其实not a lot,2.0,"[('我们', 10.0625), ('平时', 19.8125), ('能够', 8.375), ('遇见', 20.3125), ('其他', 9.625), ('stranger', 18.125), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]","[('<|begin_of_text|>', 13.625), ('我们', 10.0625), ('平', 9.75), ('时', 10.0625), ('能够', 8.375), ('遇', 11.0625), ('见', 9.25), ('其他', 9.625), ('str', 8.375), ('anger', 9.75), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]",161.4204559326172,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我们', 10.125), ('平', 9.6875), ('时', 10.0625), ('能够', 8.375), ('遇', 11.0625), ('见', 9.3125), ('其他', 9.625), ('�', 16.375), ('�', 15.9375), ('生', 7.9375), ('人的', 11.0), ('机会', 6.5), ('其实', 10.625), ('not', 9.0625), (' a', 12.0625), (' lot', 8.4375)]",154.8175506591797,0,2
我们平时能够遇见其他stranger的机会其实不是很多,我们ordinary possible遇见其他陌生人的机会其实不是很多,,"[('我们', 10.0625), ('平时', 19.8125), ('能够', 8.375), ('遇见', 20.3125), ('其他', 9.625), ('stranger', 18.125), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]","[('<|begin_of_text|>', 13.625), ('我们', 10.0625), ('平', 9.75), ('时', 10.0625), ('能够', 8.375), ('遇', 11.0625), ('见', 9.25), ('其他', 9.625), ('str', 8.375), ('anger', 9.75), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]",161.4204559326172,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我们', 10.0625), ('ordinary', 8.375), (' possible', 9.75), ('遇', 10.125), ('见', 8.6875), ('其他', 9.1875), ('�', 16.0), ('�', 15.625), ('生', 7.9375), ('人的', 11.875), ('机会', 6.1875), ('其实', 9.625), ('不是', 7.59375), ('很多', 6.4375)]",581.044677734375,0,0
我们平时能够遇见其他stranger的机会其实不是很多,我们平时能够meeting其他陌生人的机会其实not很多,2.0,"[('我们', 10.0625), ('平时', 19.8125), ('能够', 8.375), ('遇见', 20.3125), ('其他', 9.625), ('stranger', 18.125), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]","[('<|begin_of_text|>', 13.625), ('我们', 10.0625), ('平', 9.75), ('时', 10.0625), ('能够', 8.375), ('遇', 11.0625), ('见', 9.25), ('其他', 9.625), ('str', 8.375), ('anger', 9.75), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]",161.4204559326172,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我们', 10.0625), ('平', 9.75), ('时', 10.0625), ('能够', 8.375), ('meeting', 7.90625), ('其他', 9.375), ('�', 15.6875), ('�', 16.25), ('生', 9.0625), ('人的', 11.1875), ('机会', 6.40625), ('其实', 9.8125), ('not', 9.25), ('很多', 4.8125)]",154.9141387939453,0,0
我们平时能够遇见其他stranger的机会其实不是很多,we平时possible遇见其他陌生人的机会其实不是很多,,"[('我们', 10.0625), ('平时', 19.8125), ('能够', 8.375), ('遇见', 20.3125), ('其他', 9.625), ('stranger', 18.125), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]","[('<|begin_of_text|>', 13.625), ('我们', 10.0625), ('平', 9.75), ('时', 10.0625), ('能够', 8.375), ('遇', 11.0625), ('见', 9.25), ('其他', 9.625), ('str', 8.375), ('anger', 9.75), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]",161.4204559326172,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('we', 15.125), ('平', 8.0), ('时', 9.1875), ('possible', 8.5), ('遇', 9.75), ('见', 9.375), ('其他', 8.8125), ('�', 15.8125), ('�', 16.125), ('生', 7.3125), ('人的', 11.625), ('机会', 6.1875), ('其实', 9.875), ('不是', 8.125), ('很多', 6.3125)]",340.1719055175781,0,0
我不太确定你家是不是也是来自一个similar city,我不太确定your house是not也是来自一个相似的城市,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('你', 8.8125), ('家', 7.9375), ('是', 8.4375), ('不是', 8.3125), ('也是', 11.125), ('来自', 8.3125), ('一个', 7.28125), ('similar', 12.5), (' city', 7.875)]",318.7488098144531,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('your', 10.3125), (' house', 9.4375), ('是', 8.25), ('not', 13.0625), ('也是', 10.5), ('来自', 7.125), ('一个', 7.0), ('相', 12.1875), ('似的', 10.125), ('城市', 8.25)]",842.8220825195312,1,0
我不太确定你家是不是也是来自一个similar city,我no too确定your house是不是也是来自一个相似的城市,,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('你', 8.8125), ('家', 7.9375), ('是', 8.4375), ('不是', 8.3125), ('也是', 11.125), ('来自', 8.3125), ('一个', 7.28125), ('similar', 12.5), (' city', 7.875)]",318.7488098144531,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('no', 12.125), (' too', 5.9375), ('确定', 8.875), ('your', 9.3125), (' house', 8.375), ('是', 6.6875), ('不是', 6.3125), ('也是', 9.3125), ('来自', 6.625), ('一个', 7.625), ('相', 10.125), ('似的', 9.9375), ('城市', 8.1875)]",1501.43212890625,1,0
我不太确定你家是不是也是来自一个similar city,我不too确定你家是不是also是来自一个相似的城市,1.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('你', 8.8125), ('家', 7.9375), ('是', 8.4375), ('不是', 8.3125), ('也是', 11.125), ('来自', 8.3125), ('一个', 7.28125), ('similar', 12.5), (' city', 7.875)]",318.7488098144531,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('too', 8.25), ('确定', 10.25), ('你', 8.6875), ('家', 8.375), ('是', 7.1875), ('不是', 7.6875), ('also', 13.5), ('是', 6.5), ('来自', 6.5625), ('一个', 7.03125), ('相', 9.6875), ('似的', 10.375), ('城市', 8.8125)]",461.6918640136719,1,0
我不太确定你家是不是也是来自一个similar city,我不太确定your house是不是also是来自one相似的城市,1.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('你', 8.8125), ('家', 7.9375), ('是', 8.4375), ('不是', 8.3125), ('也是', 11.125), ('来自', 8.3125), ('一个', 7.28125), ('similar', 12.5), (' city', 7.875)]",318.7488098144531,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('your', 10.3125), (' house', 9.4375), ('是', 8.25), ('不是', 7.1875), ('also', 14.875), ('是', 7.5625), ('来自', 7.21875), ('one', 8.625), ('相', 9.5625), ('似的', 10.5), ('城市', 8.4375)]",1107.16943359375,1,0
我不太确定你家是不是也是来自一个similar city,我不too certainly你家是不是也是来自一个相似的城市,1.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('你', 8.8125), ('家', 7.9375), ('是', 8.4375), ('不是', 8.3125), ('也是', 11.125), ('来自', 8.3125), ('一个', 7.28125), ('similar', 12.5), (' city', 7.875)]",318.7488098144531,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('too', 8.25), (' certainly', 9.5), ('你', 6.8125), ('家', 7.8125), ('是', 6.78125), ('不是', 6.84375), ('也是', 9.875), ('来自', 6.90625), ('一个', 7.09375), ('相', 9.0), ('似的', 10.125), ('城市', 8.6875)]",596.5410766601562,1,0
我的hobby是读书,i am of趣味是reading,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('h', 12.5625), ('obby', 10.3125), ('是', 9.25), ('读', 8.6875), ('书', 7.9375)]",104.87894439697266,"[('i', 19.125), ('am', 8.0625), ('of', 7.65625), ('趣味', 16.875), ('是', 7.90625), ('reading', 7.25)]","[('<|begin_of_text|>', 13.5625), ('i', 19.125), (' am', 8.0625), (' of', 7.65625), ('趣', 9.0), ('味', 7.875), ('是', 7.90625), ('reading', 7.25)]",5681.05224609375,0,2
我的hobby是读书,i am of趣味is读书,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('h', 12.5625), ('obby', 10.3125), ('是', 9.25), ('读', 8.6875), ('书', 7.9375)]",104.87894439697266,"[('i', 19.125), ('am', 8.0625), ('of', 7.65625), ('趣味', 16.875), ('is', 9.75), ('读书', 13.34375)]","[('<|begin_of_text|>', 13.5625), ('i', 19.125), (' am', 8.0625), (' of', 7.65625), ('趣', 9.0), ('味', 7.875), ('is', 9.75), ('读', 5.21875), ('书', 8.125)]",4795.44580078125,0,2
我的hobby是读书,i am of趣味是读书,,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('h', 12.5625), ('obby', 10.3125), ('是', 9.25), ('读', 8.6875), ('书', 7.9375)]",104.87894439697266,"[('i', 19.125), ('am', 8.0625), ('of', 7.65625), ('趣味', 16.875), ('是', 7.90625), ('读书', 13.59375)]","[('<|begin_of_text|>', 13.5625), ('i', 19.125), (' am', 8.0625), (' of', 7.65625), ('趣', 9.0), ('味', 7.875), ('是', 7.90625), ('读', 5.9375), ('书', 7.65625)]",1558.7972412109375,0,2
我的hobby是读书,我的趣味is reading,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('h', 12.5625), ('obby', 10.3125), ('是', 9.25), ('读', 8.6875), ('书', 7.9375)]",104.87894439697266,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('趣', 7.28125), ('味', 8.25), ('is', 10.0625), (' reading', 7.6875)]",2985.763427734375,0,1
我的hobby是读书,i am of趣味是读书,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('h', 12.5625), ('obby', 10.3125), ('是', 9.25), ('读', 8.6875), ('书', 7.9375)]",104.87894439697266,"[('i', 19.125), ('am', 8.0625), ('of', 7.65625), ('趣味', 16.875), ('是', 7.90625), ('读书', 13.59375)]","[('<|begin_of_text|>', 13.5625), ('i', 19.125), (' am', 8.0625), (' of', 7.65625), ('趣', 9.0), ('味', 7.875), ('是', 7.90625), ('读', 5.9375), ('书', 7.65625)]",1558.7972412109375,0,2
and我也很喜欢outdoor那些运动,和i am也very喜欢户外those运动,2.0,"[('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('outdoor', 21.0625), ('那些', 7.3125), ('运动', 6.5)]","[('<|begin_of_text|>', 13.5625), ('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('out', 8.9375), ('door', 12.125), ('那些', 7.3125), ('运动', 6.5)]",1290.052734375,"[('和', 6.75), ('i', 18.75), ('am', 7.25), ('也', 11.6875), ('very', 5.78125), ('喜欢', 7.75), ('户外', 18.8125), ('those', 9.5625), ('运动', 4.6875)]","[('<|begin_of_text|>', 13.5625), ('和', 6.75), ('i', 18.75), (' am', 7.25), ('也', 11.6875), ('very', 5.78125), ('喜欢', 7.75), ('户', 9.8125), ('外', 9.0), ('those', 9.5625), ('运动', 4.6875)]",5620.39453125,0,0
and我也很喜欢outdoor那些运动,和i am也很喜欢户外那些运动,1.0,"[('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('outdoor', 21.0625), ('那些', 7.3125), ('运动', 6.5)]","[('<|begin_of_text|>', 13.5625), ('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('out', 8.9375), ('door', 12.125), ('那些', 7.3125), ('运动', 6.5)]",1290.052734375,"[('和', 6.75), ('i', 18.75), ('am', 7.25), ('也', 11.6875), ('很', 7.90625), ('喜欢', 7.9375), ('户外', 18.875), ('那些', 7.5), ('运动', 6.40625)]","[('<|begin_of_text|>', 13.5625), ('和', 6.75), ('i', 18.75), (' am', 7.25), ('也', 11.6875), ('很', 7.90625), ('喜欢', 7.9375), ('户', 9.4375), ('外', 9.4375), ('那些', 7.5), ('运动', 6.40625)]",704.220947265625,0,0
and我也很喜欢outdoor那些运动,和i am also很liked户外那些运动,2.0,"[('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('outdoor', 21.0625), ('那些', 7.3125), ('运动', 6.5)]","[('<|begin_of_text|>', 13.5625), ('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('out', 8.9375), ('door', 12.125), ('那些', 7.3125), ('运动', 6.5)]",1290.052734375,"[('和', 6.75), ('i', 18.75), ('am', 7.25), ('also', 8.125), ('很', 9.9375), ('liked', 11.125), ('户外', 15.46875), ('那些', 6.25), ('运动', 5.46875)]","[('<|begin_of_text|>', 13.5625), ('和', 6.75), ('i', 18.75), (' am', 7.25), (' also', 8.125), ('很', 9.9375), ('liked', 11.125), ('户', 7.46875), ('外', 8.0), ('那些', 6.25), ('运动', 5.46875)]",5790.7421875,0,1
and我也很喜欢outdoor那些运动,和i am also很喜欢户外那些运动,1.0,"[('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('outdoor', 21.0625), ('那些', 7.3125), ('运动', 6.5)]","[('<|begin_of_text|>', 13.5625), ('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('out', 8.9375), ('door', 12.125), ('那些', 7.3125), ('运动', 6.5)]",1290.052734375,"[('和', 6.75), ('i', 18.75), ('am', 7.25), ('also', 8.125), ('很', 9.9375), ('喜欢', 7.875), ('户外', 19.6875), ('那些', 7.21875), ('运动', 6.0)]","[('<|begin_of_text|>', 13.5625), ('和', 6.75), ('i', 18.75), (' am', 7.25), (' also', 8.125), ('很', 9.9375), ('喜欢', 7.875), ('户', 10.25), ('外', 9.4375), ('那些', 7.21875), ('运动', 6.0)]",1951.0440673828125,0,1
and我也很喜欢outdoor那些运动,和i am also很喜欢户外那些运动,1.0,"[('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('outdoor', 21.0625), ('那些', 7.3125), ('运动', 6.5)]","[('<|begin_of_text|>', 13.5625), ('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('out', 8.9375), ('door', 12.125), ('那些', 7.3125), ('运动', 6.5)]",1290.052734375,"[('和', 6.75), ('i', 18.75), ('am', 7.25), ('also', 8.125), ('很', 9.9375), ('喜欢', 7.875), ('户外', 19.6875), ('那些', 7.21875), ('运动', 6.0)]","[('<|begin_of_text|>', 13.5625), ('和', 6.75), ('i', 18.75), (' am', 7.25), (' also', 8.125), ('很', 9.9375), ('喜欢', 7.875), ('户', 10.25), ('外', 9.4375), ('那些', 7.21875), ('运动', 6.0)]",1951.0440673828125,0,1
i like武侠小小说超级喜欢,i如同woman the little novel超级liked,,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('i', 19.125), (' like', 7.875), ('武', 9.125), ('�', 22.0), ('�', 15.75), ('小', 9.4375), ('小说', 6.6875), ('超', 6.5), ('级', 6.0), ('喜欢', 7.21875)]",573.5399780273438,"[('i', 19.125), ('如同', 14.6875), ('woman', 7.1875), ('the', 7.6875), ('little', 7.8125), ('novel', 5.125), ('超级', 11.625), ('liked', 9.9375)]","[('<|begin_of_text|>', 13.5625), ('i', 19.125), ('如', 8.25), ('同', 6.4375), ('woman', 7.1875), (' the', 7.6875), (' little', 7.8125), (' novel', 5.125), ('超', 6.0), ('级', 5.625), ('liked', 9.9375)]",15684.0185546875,1,2
i like武侠小小说超级喜欢,i如同woman the little novel the super喜欢,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('i', 19.125), (' like', 7.875), ('武', 9.125), ('�', 22.0), ('�', 15.75), ('小', 9.4375), ('小说', 6.6875), ('超', 6.5), ('级', 6.0), ('喜欢', 7.21875)]",573.5399780273438,"[('i', 19.125), ('如同', 14.6875), ('woman', 7.1875), ('the', 7.6875), ('little', 7.8125), ('novel', 5.125), ('the', 6.15625), ('super', 6.5625), ('喜欢', 6.375)]","[('<|begin_of_text|>', 13.5625), ('i', 19.125), ('如', 8.25), ('同', 6.4375), ('woman', 7.1875), (' the', 7.6875), (' little', 7.8125), (' novel', 5.125), (' the', 6.15625), (' super', 6.5625), ('喜欢', 6.375)]",18729.34375,1,4
