original,transformed,llama_preference,original_word_nll,original_token_nll,original_perplexity,transformed_word_nll,transformed_token_nll,transformed_perplexity
我们平时能够遇见其他stranger的机会其实不是很多,我们平时possible遇见其他陌生人的机会in fact不是a lot,2.0,"[('我们', 10.0625), ('平时', 19.8125), ('能够', 8.375), ('遇见', 20.3125), ('其他', 9.625), ('stranger', 18.125), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]","[('<|begin_of_text|>', 13.625), ('我们', 10.0625), ('平', 9.75), ('时', 10.0625), ('能够', 8.375), ('遇', 11.0625), ('见', 9.25), ('其他', 9.625), ('str', 8.375), ('anger', 9.75), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]",161.4204559326172,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我们', 10.125), ('平', 9.6875), ('时', 10.0625), ('possible', 9.875), ('遇', 10.6875), ('见', 9.0625), ('其他', 10.25), ('�', 16.375), ('�', 16.125), ('生', 8.8125), ('人的', 12.4375), ('机会', 6.0625), ('in', 11.375), (' fact', 13.5625), ('不是', 7.90625), ('a', 14.6875), (' lot', 6.625)]",411.79119873046875
我们平时能够遇见其他stranger的机会其实不是很多,we平时能够meeting其他陌生人的机会其实not很多,2.0,"[('我们', 10.0625), ('平时', 19.8125), ('能够', 8.375), ('遇见', 20.3125), ('其他', 9.625), ('stranger', 18.125), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]","[('<|begin_of_text|>', 13.625), ('我们', 10.0625), ('平', 9.75), ('时', 10.0625), ('能够', 8.375), ('遇', 11.0625), ('见', 9.25), ('其他', 9.625), ('str', 8.375), ('anger', 9.75), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]",161.4204559326172,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('we', 15.125), ('平', 8.0), ('时', 9.1875), ('能够', 8.8125), ('meeting', 7.5625), ('其他', 9.0), ('�', 14.8125), ('�', 16.25), ('生', 8.25), ('人的', 11.5625), ('机会', 6.4375), ('其实', 9.6875), ('not', 9.3125), ('很多', 5.3125)]",350.4715881347656
我们平时能够遇见其他stranger的机会其实不是很多,we平时能够meeting其他陌生人的机会in fact不是很多,2.0,"[('我们', 10.0625), ('平时', 19.8125), ('能够', 8.375), ('遇见', 20.3125), ('其他', 9.625), ('stranger', 18.125), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]","[('<|begin_of_text|>', 13.625), ('我们', 10.0625), ('平', 9.75), ('时', 10.0625), ('能够', 8.375), ('遇', 11.0625), ('见', 9.25), ('其他', 9.625), ('str', 8.375), ('anger', 9.75), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]",161.4204559326172,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('we', 15.125), ('平', 8.0), ('时', 9.1875), ('能够', 8.8125), ('meeting', 7.5625), ('其他', 9.0), ('�', 14.8125), ('�', 16.25), ('生', 8.25), ('人的', 11.5625), ('机会', 6.4375), ('in', 11.3125), (' fact', 11.5), ('不是', 7.0625), ('很多', 5.375)]",421.7628173828125
我们平时能够遇见其他stranger的机会其实不是很多,我们平时能够遇见其他陌生人的opportunity其实不是a lot,2.0,"[('我们', 10.0625), ('平时', 19.8125), ('能够', 8.375), ('遇见', 20.3125), ('其他', 9.625), ('stranger', 18.125), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]","[('<|begin_of_text|>', 13.625), ('我们', 10.0625), ('平', 9.75), ('时', 10.0625), ('能够', 8.375), ('遇', 11.0625), ('见', 9.25), ('其他', 9.625), ('str', 8.375), ('anger', 9.75), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]",161.4204559326172,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我们', 10.125), ('平', 9.6875), ('时', 10.0625), ('能够', 8.375), ('遇', 11.0625), ('见', 9.3125), ('其他', 9.625), ('�', 16.375), ('�', 15.9375), ('生', 7.9375), ('人的', 11.0), ('op', 7.03125), ('portunity', 11.9375), ('其实', 9.5625), ('不是', 7.875), ('a', 13.5625), (' lot', 7.1875)]",249.35842895507812
我们平时能够遇见其他stranger的机会其实不是很多,我们ordinary能够遇见other陌生人的机会其实not很多,2.0,"[('我们', 10.0625), ('平时', 19.8125), ('能够', 8.375), ('遇见', 20.3125), ('其他', 9.625), ('stranger', 18.125), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]","[('<|begin_of_text|>', 13.625), ('我们', 10.0625), ('平', 9.75), ('时', 10.0625), ('能够', 8.375), ('遇', 11.0625), ('见', 9.25), ('其他', 9.625), ('str', 8.375), ('anger', 9.75), ('的', 7.5625), ('机会', 6.875), ('其实', 10.0), ('不是', 9.25), ('很多', 6.5625)]",161.4204559326172,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我们', 10.0625), ('ordinary', 8.375), ('能够', 7.25), ('遇', 9.4375), ('见', 8.3125), ('other', 10.1875), ('�', 14.6875), ('�', 15.9375), ('生', 8.125), ('人的', 9.8125), ('机会', 6.375), ('其实', 9.75), ('not', 8.0), ('很多', 4.65625)]",565.0480346679688
我不太确定你家是不是也是来自一个similar city,i am不太确定你家是不是也是from一个相似的城市,1.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('你', 8.8125), ('家', 7.9375), ('是', 8.4375), ('不是', 8.3125), ('也是', 11.125), ('来自', 8.3125), ('一个', 7.28125), ('similar', 12.5), (' city', 7.875)]",318.7488098144531,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('i', 19.125), (' am', 8.0625), ('不', 8.625), ('太', 5.375), ('确定', 10.4375), ('你', 8.75), ('家', 7.6875), ('是', 7.875), ('不是', 8.0625), ('也是', 10.625), ('from', 9.75), ('一个', 6.90625), ('相', 9.75), ('似的', 10.0625), ('城市', 8.8125)]",868.3616333007812
我不太确定你家是不是也是来自一个similar city,我不太确定你家是not也是from一个相似的城市,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('你', 8.8125), ('家', 7.9375), ('是', 8.4375), ('不是', 8.3125), ('也是', 11.125), ('来自', 8.3125), ('一个', 7.28125), ('similar', 12.5), (' city', 7.875)]",318.7488098144531,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('你', 8.8125), ('家', 7.9375), ('是', 8.4375), ('not', 9.5), ('也是', 9.0625), ('from', 8.25), ('一个', 6.75), ('相', 10.3125), ('似的', 9.75), ('城市', 8.125)]",519.7980346679688
我不太确定你家是不是也是来自一个similar city,我no太certainly你家是不是也is来自一个相似的城市,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('你', 8.8125), ('家', 7.9375), ('是', 8.4375), ('不是', 8.3125), ('也是', 11.125), ('来自', 8.3125), ('一个', 7.28125), ('similar', 12.5), (' city', 7.875)]",318.7488098144531,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('no', 12.125), ('太', 2.375), ('c', 16.75), ('ertain', 12.6875), ('ly', 8.6875), ('你', 7.46875), ('家', 7.4375), ('是', 6.0625), ('不是', 6.65625), ('也', 9.625), ('is', 10.625), ('来自', 4.59375), ('一个', 6.6875), ('相', 8.625), ('似的', 10.0625), ('城市', 8.625)]",824.4703979492188
我不太确定你家是不是也是来自一个similar city,我不太确定你家是不是也是from one相似的城市,1.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('你', 8.8125), ('家', 7.9375), ('是', 8.4375), ('不是', 8.3125), ('也是', 11.125), ('来自', 8.3125), ('一个', 7.28125), ('similar', 12.5), (' city', 7.875)]",318.7488098144531,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('你', 8.8125), ('家', 7.9375), ('是', 8.4375), ('不是', 8.3125), ('也是', 11.125), ('from', 9.5), (' one', 8.1875), ('相', 8.0), ('似的', 9.625), ('城市', 8.5625)]",651.1644287109375
我不太确定你家是不是也是来自一个similar city,我不too确定your house是不是也是from一个相似的城市,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('太', 7.3125), ('确定', 10.875), ('你', 8.8125), ('家', 7.9375), ('是', 8.4375), ('不是', 8.3125), ('也是', 11.125), ('来自', 8.3125), ('一个', 7.28125), ('similar', 12.5), (' city', 7.875)]",318.7488098144531,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('我', 10.125), ('不', 8.75), ('too', 8.25), ('确定', 10.25), ('your', 9.625), (' house', 8.625), ('是', 6.8125), ('不是', 6.875), ('也是', 9.25), ('from', 9.9375), ('一个', 6.75), ('相', 9.875), ('似的', 9.8125), ('城市', 9.0)]",1064.9661865234375
我的hobby是读书,我of趣味是reading,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('h', 12.5625), ('obby', 10.3125), ('是', 9.25), ('读', 8.6875), ('书', 7.9375)]",104.87894439697266,"[('我', 10.125), ('of', 10.25), ('趣味', 12.71875), ('是', 6.84375), ('reading', 6.1875)]","[('<|begin_of_text|>', 13.5625), ('我', 10.125), ('of', 10.25), ('趣', 6.28125), ('味', 6.4375), ('是', 6.84375), ('reading', 6.1875)]",12443.2685546875
我的hobby是读书,i am of趣味是读书,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('h', 12.5625), ('obby', 10.3125), ('是', 9.25), ('读', 8.6875), ('书', 7.9375)]",104.87894439697266,"[('i', 19.125), ('am', 8.0625), ('of', 7.65625), ('趣味', 16.875), ('是', 7.90625), ('读书', 13.59375)]","[('<|begin_of_text|>', 13.5625), ('i', 19.125), (' am', 8.0625), (' of', 7.65625), ('趣', 9.0), ('味', 7.875), ('是', 7.90625), ('读', 5.9375), ('书', 7.65625)]",1558.7972412109375
我的hobby是读书,i am的趣味is reading,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('h', 12.5625), ('obby', 10.3125), ('是', 9.25), ('读', 8.6875), ('书', 7.9375)]",104.87894439697266,"[('i', 19.125), ('am', 8.0625), ('的', 6.3125), ('趣味', 19.9375), ('is', 10.125), ('reading', 6.5625)]","[('<|begin_of_text|>', 13.5625), ('i', 19.125), (' am', 8.0625), ('的', 6.3125), ('趣', 9.5625), ('味', 10.375), ('is', 10.125), (' reading', 6.5625)]",9387.46875
我的hobby是读书,我的趣味is reading,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('h', 12.5625), ('obby', 10.3125), ('是', 9.25), ('读', 8.6875), ('书', 7.9375)]",104.87894439697266,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('趣', 7.28125), ('味', 8.25), ('is', 10.0625), (' reading', 7.6875)]",2985.763427734375
我的hobby是读书,i am of趣味is读书,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('h', 12.5625), ('obby', 10.3125), ('是', 9.25), ('读', 8.6875), ('书', 7.9375)]",104.87894439697266,"[('i', 19.125), ('am', 8.0625), ('of', 7.65625), ('趣味', 16.875), ('is', 9.75), ('读书', 13.34375)]","[('<|begin_of_text|>', 13.5625), ('i', 19.125), (' am', 8.0625), (' of', 7.65625), ('趣', 9.0), ('味', 7.875), ('is', 9.75), ('读', 5.21875), ('书', 8.125)]",4795.44580078125
and我也很喜欢outdoor那些运动,和我also很喜欢户外那些运动,,"[('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('outdoor', 21.0625), ('那些', 7.3125), ('运动', 6.5)]","[('<|begin_of_text|>', 13.5625), ('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('out', 8.9375), ('door', 12.125), ('那些', 7.3125), ('运动', 6.5)]",1290.052734375,"[('和', 6.75), ('我', 9.375), ('also', 10.1875), ('很', 6.8125), ('喜欢', 7.375), ('户外', 18.8125), ('那些', 6.75), ('运动', 6.0)]","[('<|begin_of_text|>', 13.5625), ('和', 6.75), ('我', 9.375), ('also', 10.1875), ('很', 6.8125), ('喜欢', 7.375), ('户', 9.6875), ('外', 9.125), ('那些', 6.75), ('运动', 6.0)]",2085.653564453125
and我也很喜欢outdoor那些运动,和我也very喜欢户外those运动,2.0,"[('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('outdoor', 21.0625), ('那些', 7.3125), ('运动', 6.5)]","[('<|begin_of_text|>', 13.5625), ('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('out', 8.9375), ('door', 12.125), ('那些', 7.3125), ('运动', 6.5)]",1290.052734375,"[('和', 6.75), ('我', 9.375), ('也', 9.75), ('very', 6.0), ('喜欢', 7.65625), ('户外', 19.0625), ('those', 9.375), ('运动', 5.75)]","[('<|begin_of_text|>', 13.5625), ('和', 6.75), ('我', 9.375), ('也', 9.75), ('very', 6.0), ('喜欢', 7.65625), ('户', 9.75), ('外', 9.3125), ('those', 9.375), ('运动', 5.75)]",4890.98779296875
and我也很喜欢outdoor那些运动,和我also很liked户外those运动,1.0,"[('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('outdoor', 21.0625), ('那些', 7.3125), ('运动', 6.5)]","[('<|begin_of_text|>', 13.5625), ('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('out', 8.9375), ('door', 12.125), ('那些', 7.3125), ('运动', 6.5)]",1290.052734375,"[('和', 6.75), ('我', 9.375), ('also', 10.1875), ('很', 6.8125), ('liked', 10.6875), ('户外', 16.03125), ('those', 7.5), ('运动', 4.75)]","[('<|begin_of_text|>', 13.5625), ('和', 6.75), ('我', 9.375), ('also', 10.1875), ('很', 6.8125), ('liked', 10.6875), ('户', 8.0625), ('外', 7.96875), ('those', 7.5), ('运动', 4.75)]",7488.66943359375
and我也很喜欢outdoor那些运动,和我also很喜欢户外那些the sport,2.0,"[('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('outdoor', 21.0625), ('那些', 7.3125), ('运动', 6.5)]","[('<|begin_of_text|>', 13.5625), ('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('out', 8.9375), ('door', 12.125), ('那些', 7.3125), ('运动', 6.5)]",1290.052734375,"[('和', 6.75), ('我', 9.375), ('also', 10.1875), ('很', 6.8125), ('喜欢', 7.375), ('户外', 18.8125), ('那些', 6.75), ('the', 11.5625), ('sport', 6.96875)]","[('<|begin_of_text|>', 13.5625), ('和', 6.75), ('我', 9.375), ('also', 10.1875), ('很', 6.8125), ('喜欢', 7.375), ('户', 9.6875), ('外', 9.125), ('那些', 6.75), ('the', 11.5625), (' sport', 6.96875)]",2970.009033203125
and我也很喜欢outdoor那些运动,和i am also很喜欢户外那些运动,2.0,"[('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('outdoor', 21.0625), ('那些', 7.3125), ('运动', 6.5)]","[('<|begin_of_text|>', 13.5625), ('and', 12.0), ('我', 5.9375), ('也', 8.4375), ('很', 7.96875), ('喜欢', 7.6875), ('out', 8.9375), ('door', 12.125), ('那些', 7.3125), ('运动', 6.5)]",1290.052734375,"[('和', 6.75), ('i', 18.75), ('am', 7.25), ('also', 8.125), ('很', 9.9375), ('喜欢', 7.875), ('户外', 19.6875), ('那些', 7.21875), ('运动', 6.0)]","[('<|begin_of_text|>', 13.5625), ('和', 6.75), ('i', 18.75), (' am', 7.25), (' also', 8.125), ('很', 9.9375), ('喜欢', 7.875), ('户', 10.25), ('外', 9.4375), ('那些', 7.21875), ('运动', 6.0)]",1951.0440673828125
i like武侠小小说超级喜欢,i如同武侠小小说the super liked,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('i', 19.125), (' like', 7.875), ('武', 9.125), ('�', 22.0), ('�', 15.75), ('小', 9.4375), ('小说', 6.6875), ('超', 6.5), ('级', 6.0), ('喜欢', 7.21875)]",573.5399780273438,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('i', 19.125), ('如', 8.25), ('同', 6.4375), ('武', 9.1875), ('�', 21.5), ('�', 15.625), ('小', 9.8125), ('小说', 7.21875), ('the', 13.6875), (' super', 6.75), (' liked', 7.25)]",2639.02490234375
i like武侠小小说超级喜欢,i如同woman小小说超级liked,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('i', 19.125), (' like', 7.875), ('武', 9.125), ('�', 22.0), ('�', 15.75), ('小', 9.4375), ('小说', 6.6875), ('超', 6.5), ('级', 6.0), ('喜欢', 7.21875)]",573.5399780273438,"[('i', 19.125), ('如同', 14.6875), ('woman', 7.1875), ('小小说', 11.90625), ('超级', 12.3125), ('liked', 10.375)]","[('<|begin_of_text|>', 13.5625), ('i', 19.125), ('如', 8.25), ('同', 6.4375), ('woman', 7.1875), ('小', 5.5), ('小说', 6.40625), ('超', 6.6875), ('级', 5.625), ('liked', 10.375)]",10862.13671875
i like武侠小小说超级喜欢,i如同woman小小说the super喜欢,,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('i', 19.125), (' like', 7.875), ('武', 9.125), ('�', 22.0), ('�', 15.75), ('小', 9.4375), ('小说', 6.6875), ('超', 6.5), ('级', 6.0), ('喜欢', 7.21875)]",573.5399780273438,"[('i', 19.125), ('如同', 14.6875), ('woman', 7.1875), ('小小说', 11.90625), ('the', 12.75), ('super', 6.875), ('喜欢', 7.03125)]","[('<|begin_of_text|>', 13.5625), ('i', 19.125), ('如', 8.25), ('同', 6.4375), ('woman', 7.1875), ('小', 5.5), ('小说', 6.40625), ('the', 12.75), (' super', 6.875), ('喜欢', 7.03125)]",22728.6953125
